,Word,Lemma,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
10054,fax,fax,22,22,7.0,9.68,3.31,1.0
10055,fayed,faye,20,5,5.901960784313726,11.4,5.98,0.25
10056,faze,faze,20,16,0.43137254901960786,10.81,3.85,0.8
10057,fealty,fealty,18,7,0.1568627450980392,14.43,2.76,0.3888888888888889
10058,fear,fear,19,19,69.07843137254902,4.79,1.93,1.0
10059,fearful,fearful,18,18,2.156862745098039,7.5,2.66,1.0
10060,fearfulness,fearfulness,19,19,0.0392156862745098,9.79,2.23,1.0
10061,fearless,fearless,19,19,2.980392156862745,9.37,3.15,1.0
10062,fearlessness,fearlessness,19,19,0.0392156862745098,9.0,2.56,1.0
10063,fearsome,fearsome,18,18,0.7647058823529411,7.78,1.83,1.0
10064,feasibility,feasibility,19,16,0.09803921568627451,13.0,2.73,0.8421052631578947
10065,feasible,feasible,18,17,0.6078431372549019,13.12,4.11,0.9444444444444444
10066,feast,feast,21,21,6.705882352941177,7.81,3.91,1.0
10067,feat,feat,19,19,1.5294117647058822,11.26,4.04,1.0
10068,feather,feather,18,18,6.627450980392157,4.67,1.81,1.0
10069,featherbed,featherbe,18,17,0.1568627450980392,9.35,3.98,0.9444444444444444
10070,featherbrain,featherbrain,18,13,0.0196078431372549,12.23,4.25,0.7222222222222222
10071,featherbrained,featherbraine,19,17,0.0196078431372549,10.29,2.05,0.8947368421052632
10072,feathered,feather,19,19,0.6666666666666666,8.11,3.6,1.0
10073,featherhead,featherhead,21,14,0.058823529411764705,11.79,3.17,0.6666666666666666
10074,featherheaded,featherheade,19,15,0.0392156862745098,10.53,2.83,0.7894736842105263
10075,featherless,featherless,18,18,0.0392156862745098,10.33,3.18,1.0
10076,featherweight,featherweight,19,18,0.13725490196078433,10.67,4.14,0.9473684210526315
10077,feathery,feathery,19,19,0.19607843137254902,8.42,2.69,1.0
10078,feature,feature,18,18,5.8431372549019605,7.0,2.28,1.0
10079,featureless,featureless,20,18,0.0392156862745098,11.33,3.6,0.9
10080,febrile,febrile,19,7,0.19607843137254902,17.0,3.79,0.3684210526315789
10081,fecal,fecal,19,18,0.5882352941176471,11.67,2.99,0.9473684210526315
10082,feces,fece,19,19,0.7450980392156863,9.89,3.63,1.0
10083,feckless,feckless,20,15,0.09803921568627451,13.4,3.89,0.75
10084,feculent,feculent,20,11,0.0196078431372549,14.73,3.52,0.55
10085,fecund,fecund,18,9,0.0392156862745098,16.0,2.4,0.5
10087,fecundity,fecundity,20,9,0.0392156862745098,14.89,4.99,0.45
10088,fed,feed,20,20,15.882352941176471,5.678210000000001,2.66,1.0
10089,federal,federal,18,18,23.0,13.5,3.91,1.0
10090,federalize,federalize,18,17,0.0196078431372549,13.29,4.43,0.9444444444444444
10091,federation,federation,18,18,3.8627450980392157,12.17,2.6,1.0
10092,fedora,fedora,19,16,0.2549019607843137,12.69,5.4,0.8421052631578947
10093,fee,fee,18,18,9.686274509803921,8.56,2.55,1.0
10094,feeble,feeble,18,18,1.6862745098039216,9.39,2.95,1.0
10095,feebleminded,feebleminde,18,17,0.0196078431372549,11.65,3.12,0.9444444444444444
10096,feed,feed,18,18,42.3921568627451,4.17,1.58,1.0
10097,feedback,feedback,20,20,2.7450980392156863,10.7,3.6,1.0
10098,feedbag,feedbag,18,17,0.19607843137254902,9.06,4.07,0.9444444444444444
10099,feeder,feeder,18,17,0.6862745098039216,7.29,4.34,0.9444444444444444
10100,feedlot,feedlot,19,16,0.09803921568627451,12.25,5.08,0.8421052631578947
10101,feel,feel,19,19,627.2352941176471,5.11,2.73,1.0
10102,feeler,feeler,19,19,0.13725490196078433,9.26,2.83,1.0
10103,feeling,feel,21,21,168.1764705882353,5.3052150000000005,1.86,1.0
10104,feign,feign,18,15,0.45098039215686275,13.93,3.35,0.8333333333333334
10105,feint,feint,19,11,0.45098039215686275,12.73,2.72,0.5789473684210527
10106,feisty,feisty,19,18,1.392156862745098,9.17,1.95,0.9473684210526315
10107,feldspar,feldspar,18,11,0.13725490196078433,14.82,3.95,0.6111111111111112
10108,felicitate,felicitate,21,13,0.0392156862745098,15.69,5.6,0.6190476190476191
10109,felicitous,felicitous,19,12,0.0784313725490196,14.0,4.65,0.631578947368421
10110,feline,feline,1939,1918,0.9019607843137255,8.43,3.11,0.9891696750902527
10111,fell,fall,21,21,73.0,3.280385,1.2,1.0
10112,fellah,fellah,19,16,0.13725490196078433,10.0,3.92,0.8421052631578947
10113,fellate,fellate,20,12,0.0196078431372549,14.75,5.56,0.6
10114,fellatio,fellatio,21,14,0.6274509803921569,14.93,3.12,0.6666666666666666
10115,feller,feller,18,14,1.7058823529411764,8.5,3.92,0.7777777777777778
10116,fellow,fellow,19,19,58.568627450980394,8.89,2.49,1.0
10118,fellowship,fellowship,19,19,2.9411764705882355,10.37,4.66,1.0
10119,felon,felon,18,17,2.5098039215686274,10.71,2.26,0.9444444444444444
10120,felonious,felonious,19,18,0.27450980392156865,14.06,3.02,0.9473684210526315
10121,felony,felony,20,20,5.588235294117647,12.45,2.04,1.0
10122,felt,feel,20,20,119.82352941176471,6.104490000000001,1.95,1.0
10123,female,female,18,18,31.607843137254903,5.89,2.35,1.0
10124,femaleness,femaleness,18,17,0.0196078431372549,10.06,3.05,0.9444444444444444
10125,feminine,feminine,19,19,4.568627450980392,8.26,3.49,1.0
10126,femininity,femininity,18,18,0.39215686274509803,12.44,3.76,1.0
10127,feminism,feminism,18,17,0.3333333333333333,13.06,2.61,0.9444444444444444
10128,feminist,feminist,18,18,1.8235294117647058,12.06,3.0,1.0
10129,feministic,feministic,18,18,0.0196078431372549,14.28,3.71,1.0
10130,feminization,feminization,18,18,0.0392156862745098,14.06,3.92,1.0
10131,femme,femme,19,17,1.2352941176470589,13.71,3.04,0.8947368421052632
10132,femoral,femoral,18,13,1.0588235294117647,13.31,3.73,0.7222222222222222
10133,femur,femur,18,18,1.1372549019607843,11.11,2.0,1.0
10134,fen,fen,19,11,0.35294117647058826,16.64,4.52,0.5789473684210527
10135,fence,fence,18,18,16.058823529411764,6.28,3.36,1.0
10136,fencer,fencer,19,19,0.0392156862745098,11.84,4.59,1.0
10137,fencing,fence,18,18,1.3725490196078431,10.94,2.62,1.0
10138,fend,fend,18,17,0.9215686274509803,10.18,2.1,0.9444444444444444
10139,fender,fender,18,18,2.549019607843137,8.5,2.92,1.0
10140,fennel,fennel,20,19,0.7647058823529411,13.68,4.73,0.95
10141,fenny,fenny,18,5,0.0196078431372549,12.6,4.28,0.2777777777777778
10142,feral,feral,18,14,0.17647058823529413,12.93,3.0,0.7777777777777778
10143,ferment,ferment,20,20,0.21568627450980393,13.2,3.66,1.0
10144,fermentation,fermentation,18,17,0.13725490196078433,12.59,4.18,0.9444444444444444
10145,fermium,fermium,18,7,0.0392156862745098,14.71,2.06,0.3888888888888889
10146,fern,fern,21,21,3.196078431372549,8.67,3.54,1.0
10147,ferocious,ferocious,19,19,1.5490196078431373,9.74,3.14,1.0
10148,ferociousness,ferociousness,21,20,0.0392156862745098,10.4,2.68,0.9523809523809523
10149,ferocity,ferocity,20,17,0.19607843137254902,12.24,3.23,0.85
10150,ferret,ferret,19,19,1.6274509803921569,8.47,4.96,1.0
10151,ferrite,ferrite,20,10,0.0196078431372549,17.7,4.64,0.5
10152,ferrous,ferrous,18,14,0.0392156862745098,13.71,3.22,0.7777777777777778
10153,ferry,ferry,18,18,5.352941176470588,8.0,1.94,1.0
10154,ferryboat,ferryboat,19,19,0.4117647058823529,8.63,2.99,1.0
10155,ferryman,ferryman,22,21,0.11764705882352941,10.62,1.56,0.9545454545454546
10156,fertile,fertile,19,19,1.5686274509803921,9.32,2.69,1.0
10157,fertility,fertility,20,20,1.9019607843137254,14.45,2.87,1.0
10158,fertilization,fertilization,19,19,0.23529411764705882,9.47,2.01,1.0
10159,fertilize,fertilize,19,19,0.4117647058823529,9.53,3.1,1.0
10160,fertilizer,fertilizer,18,18,1.9607843137254901,7.67,2.63,1.0
10161,fervency,fervency,18,13,0.0196078431372549,15.08,1.98,0.7222222222222222
10162,fervent,fervent,20,17,0.35294117647058826,13.24,3.51,0.85
10163,fervor,fervor,19,16,0.29411764705882354,11.75,3.19,0.8421052631578947
10164,fescue,fescue,19,10,0.0784313725490196,16.1,5.17,0.5263157894736842
10165,fess,fess,18,14,0.5882352941176471,10.57,4.65,0.7777777777777778
10166,fest,f,18,16,1.3529411764705883,9.88,2.75,0.8888888888888888
10168,fester,fester,21,20,2.6862745098039214,11.006710000000002,2.77,0.9523809523809523
10169,festival,festival,18,18,9.901960784313726,8.39,2.91,1.0
10170,festive,festive,19,19,1.9215686274509804,8.42,2.46,1.0
10171,festiveness,festiveness,18,16,0.0196078431372549,12.25,4.27,0.8888888888888888
10172,festivity,festivity,19,19,0.1568627450980392,9.84,3.79,1.0
10173,festoon,festoon,18,10,0.058823529411764705,14.6,4.25,0.5555555555555556
10174,feta,feta,18,16,0.11764705882352941,15.94,4.09,0.8888888888888888
10175,fetal,fetal,19,19,1.1568627450980393,11.95,2.8,1.0
10176,fetch,fetch,18,18,10.96078431372549,6.61,2.55,1.0
10177,fete,fete,19,13,0.3137254901960784,14.46,3.91,0.6842105263157895
10178,fetid,fetid,19,10,0.13725490196078433,13.6,3.2,0.5263157894736842
10179,fetish,fetish,18,18,2.2941176470588234,13.44,3.07,1.0
10180,fetishism,fetishism,19,16,0.11764705882352941,14.94,2.17,0.8421052631578947
10181,fetishist,fetishist,18,16,0.0784313725490196,15.25,2.52,0.8888888888888888
10182,fetishistic,fetishistic,18,15,0.058823529411764705,16.8,3.36,0.8333333333333334
10183,fetlock,fetlock,18,4,0.0784313725490196,12.75,3.59,0.2222222222222222
10184,fetor,fetor,18,6,0.0196078431372549,15.0,3.03,0.3333333333333333
10185,fetter,fetter,20,11,0.0196078431372549,13.91,3.65,0.55
10186,fettle,fettle,19,3,0.11764705882352941,16.67,1.15,0.15789473684210525
10187,fettler,fettler,18,8,0.0196078431372549,13.62,5.37,0.4444444444444444
10188,fettuccine,fettuccine,18,18,0.27450980392156865,12.94,4.18,1.0
10189,fetus,fetus,18,18,1.607843137254902,12.72,2.16,1.0
10190,feud,feud,18,18,1.2941176470588236,10.33,2.77,1.0
10191,feudal,feudal,18,15,0.19607843137254902,11.93,2.74,0.8333333333333334
10192,feudalism,feudalism,19,10,0.0392156862745098,12.8,2.25,0.5263157894736842
10194,feuilleton,feuilleton,18,2,0.0196078431372549,18.0,5.66,0.1111111111111111
10195,fever,fever,19,19,19.941176470588236,5.84,1.68,1.0
10196,fevered,fevere,18,17,0.1568627450980392,9.12,3.0,0.9444444444444444
10197,feverish,feverish,18,18,0.6470588235294118,8.94,2.98,1.0
10198,feverous,feverous,18,16,0.0392156862745098,10.06,2.32,0.8888888888888888
10199,few,few,20,20,301.8235294117647,5.997920000000001,1.6,1.0
10200,fiacre,fiacre,18,5,0.0392156862745098,16.6,1.67,0.2777777777777778
10201,fiance,fiance,20,19,3.9411764705882355,10.32,3.04,0.95
10202,fiancee,fiancee,19,19,3.019607843137255,8.47,3.1,1.0
10203,fiasco,fiasco,19,19,1.6274509803921569,11.68,3.62,1.0
10204,fib,fib,18,18,1.2745098039215685,6.5,2.57,1.0
10205,fibber,fibber,19,19,0.1568627450980392,7.0,3.54,1.0
10206,fiber,fiber,22,22,3.0588235294117645,10.82,3.02,1.0
10207,fiberglass,fiberglas,19,19,0.47058823529411764,10.84,3.15,1.0
10208,fibril,fibril,19,12,0.0196078431372549,15.08,2.61,0.631578947368421
10209,fibrillation,fibrillation,19,12,0.21568627450980393,14.58,5.6,0.631578947368421
10210,fibrinogen,fibrinogen,19,12,0.0784313725490196,15.58,4.76,0.631578947368421
10211,fibroblast,fibroblast,18,9,0.0196078431372549,16.89,4.34,0.5
10212,fibroid,fibroid,20,17,0.0392156862745098,16.65,5.37,0.85
10213,fibrosis,fibrosis,19,17,0.39215686274509803,14.94,3.96,0.8947368421052632
10214,fibrotic,fibrotic,19,13,0.0196078431372549,14.77,3.92,0.6842105263157895
10215,fibrous,fibrous,19,17,0.2549019607843137,12.47,3.16,0.8947368421052632
10216,fibster,fibster,21,17,0.0196078431372549,11.12,5.31,0.8095238095238095
10217,fibula,fibula,18,17,0.19607843137254902,13.24,4.75,0.9444444444444444
10218,fibular,fibular,20,11,0.13725490196078433,14.09,2.59,0.55
10219,fiche,fiche,21,12,0.0196078431372549,14.17,3.56,0.5714285714285714
10220,fichus,fichus,18,8,0.0392156862745098,14.75,3.37,0.4444444444444444
10221,fickle,fickle,19,18,1.1764705882352942,11.0,2.52,0.9473684210526315
10222,fico,fico,18,8,0.8627450980392157,15.5,5.83,0.4444444444444444
10223,fiction,fiction,18,18,6.078431372549019,7.22,2.56,1.0
10224,fictional,fictional,18,18,1.392156862745098,8.0,2.43,1.0
10225,fictionalize,fictionalize,18,17,0.0196078431372549,11.76,2.75,0.9444444444444444
10226,fictitious,fictitious,18,18,0.6078431372549019,9.06,1.39,1.0
10227,fiddle,fiddle,18,18,3.627450980392157,8.28,3.75,1.0
10228,fiddler,fiddler,18,18,0.8823529411764706,8.56,2.89,1.0
10229,fiddlestick,fiddlestick,18,16,0.0196078431372549,9.81,4.02,0.8888888888888888
10230,fiddly,fiddly,20,13,0.0784313725490196,11.15,3.98,0.65
10231,fidelity,fidelity,19,17,1.9803921568627452,12.82,2.43,0.8947368421052632
10232,fidget,fidget,21,21,0.0784313725490196,8.52,4.76,1.0
10233,fidgety,fidgety,19,19,0.35294117647058826,7.89,2.71,1.0
10234,fiduciary,fiduciary,19,14,0.23529411764705882,15.71,2.87,0.7368421052631579
10235,fief,fief,20,12,0.0196078431372549,12.67,2.42,0.6
10236,field,field,20,20,70.19607843137256,6.1,2.38,1.0
10237,fielder,fielder,19,18,0.5490196078431373,9.44,3.07,0.9473684210526315
10238,fieldstrip,fieldstrip,19,11,0.0196078431372549,9.91,2.77,0.5789473684210527
10239,fieldwork,fieldwork,20,20,0.21568627450980393,10.8,3.12,1.0
10240,fiend,fiend,18,18,2.803921568627451,10.39,2.81,1.0
10241,fiendish,fiendish,20,19,0.5882352941176471,12.05,3.61,0.95
10242,fierce,fierce,1922,1914,4.784313725490196,9.04,3.07,0.9958376690946931
10243,fierceness,fierceness,18,18,0.0392156862745098,11.11,4.32,1.0
10244,fiery,fiery,19,18,2.019607843137255,10.28,4.13,0.9473684210526315
10245,fiesta,fiesta,19,19,1.2549019607843137,10.84,4.15,1.0
10246,fife,fife,22,16,1.0392156862745099,11.283792,3.97,0.7272727272727273
10247,fifteen,fifteen,20,20,17.54901960784314,6.104490000000001,1.75,1.0
10248,fifth,fifth,21,21,19.19607843137255,5.3585,2.32,1.0
10249,fifty,fifty,22,22,18.823529411764707,5.550326,1.92,1.0
10250,fig,fig,18,18,1.2156862745098038,8.06,2.82,1.0
10251,fight,fight,19,19,201.07843137254903,5.47,2.06,1.0
10252,fightable,fightable,18,18,0.0196078431372549,9.89,3.16,1.0
10253,fighter,fighter,18,18,12.784313725490197,6.89,4.34,1.0
10254,figment,figment,19,19,1.0784313725490196,9.63,2.93,1.0
10255,figural,figural,18,13,0.0196078431372549,11.85,2.61,0.7222222222222222
10256,figurate,figurate,20,9,0.0196078431372549,12.78,4.74,0.45
10257,figurative,figurative,18,17,0.0784313725490196,13.06,2.68,0.9444444444444444
10258,figure,figure,19,19,129.37254901960785,7.53,2.72,1.0
10259,figurehead,figurehead,19,19,0.27450980392156865,12.11,3.84,1.0
10260,figureless,figureless,20,20,0.0196078431372549,10.75,3.8,1.0
10261,figurer,figur,19,16,0.0196078431372549,12.75,4.48,0.8421052631578947
10262,figurine,figurine,19,19,0.27450980392156865,9.0,2.45,1.0
10263,filament,filament,20,17,0.3333333333333333,11.29,3.48,0.85
10264,filbert,filbert,19,11,0.0392156862745098,13.73,4.1,0.5789473684210527
10265,filcher,filcher,21,9,0.0196078431372549,16.56,4.64,0.42857142857142855
10266,file,file,19,19,44.03921568627451,8.21,2.78,1.0
10267,filer,filer,20,20,0.0196078431372549,10.6,3.9,1.0
10268,filet,filet,18,18,0.9411764705882353,9.89,3.1,1.0
10269,filial,filial,19,14,0.29411764705882354,15.29,3.93,0.7368421052631579
10270,filibuster,filibuster,18,15,0.21568627450980393,14.87,2.36,0.8333333333333334
10271,filigree,filigree,20,16,0.09803921568627451,13.06,4.7,0.8
10272,fill,fill,18,18,43.94117647058823,5.06,1.47,1.0
10273,filler,filler,19,18,0.5490196078431373,8.83,2.57,0.9473684210526315
10274,fillet,fillet,20,20,0.49019607843137253,10.95,5.13,1.0
10275,filling,fill,19,19,9.686274509803921,6.818509000000001,1.5,1.0
10276,filly,filly,19,14,1.1764705882352942,10.0,4.71,0.7368421052631579
10277,film,film,19,19,65.25490196078431,6.95,2.57,1.0
10278,filmgoer,filmgoer,18,18,0.0392156862745098,10.89,3.69,1.0
10279,filmic,filmic,18,8,0.058823529411764705,14.5,3.74,0.4444444444444444
10280,filmmaker,filmmaker,18,18,2.0392156862745097,11.0,2.47,1.0
10281,filmstrip,filmstrip,20,20,0.0784313725490196,10.0,2.79,1.0
10282,filmy,filmy,18,17,0.0784313725490196,11.41,3.92,0.9444444444444444
10283,filter,filter,19,19,3.176470588235294,8.05,2.55,1.0
10284,filth,filth,20,20,4.529411764705882,7.45,2.82,1.0
10285,filthiness,filthiness,20,19,0.17647058823529413,7.05,2.34,0.95
10286,filthy,filthy,18,18,16.431372549019606,7.17,3.17,1.0
10287,filtration,filtration,19,19,0.45098039215686275,11.42,2.61,1.0
10288,fin,fin,21,20,3.411764705882353,7.3,3.36,0.9523809523809523
10289,finagle,finagle,19,14,0.19607843137254902,12.21,2.26,0.7368421052631579
10290,final,final,19,19,49.666666666666664,6.58,3.13,1.0
10291,finale,finale,19,19,2.450980392156863,7.74,2.75,1.0
10292,finalist,finalist,18,18,0.47058823529411764,8.56,2.23,1.0
10293,finality,finality,19,18,0.39215686274509803,12.5,2.85,0.9473684210526315
10294,finalize,finalize,20,20,0.5098039215686274,10.3,2.6,1.0
10295,finance,finance,21,21,5.352941176470588,12.52,3.22,1.0
10296,financial,financial,19,19,15.235294117647058,11.16,3.86,1.0
10297,financier,financier,19,19,0.3333333333333333,14.0,2.58,1.0
10298,finch,finch,20,18,4.019607843137255,8.907281,2.66,0.9
10299,find,find,18,18,830.9607843137255,5.78,3.89,1.0
10300,finder,finder,18,18,1.6666666666666667,6.06,2.04,1.0
10301,fine,fine,18,18,598.0784313725491,7.44,2.68,1.0
10302,fineness,fineness,18,17,0.0196078431372549,10.0,2.85,0.9444444444444444
10303,finery,finery,18,17,0.27450980392156865,11.47,3.45,0.9444444444444444
10304,finesse,finesse,18,18,1.392156862745098,12.39,3.16,1.0
10305,finger,finger,21,21,36.666666666666664,3.43,2.2,1.0
10306,fingerboard,fingerboard,20,17,0.0784313725490196,11.65,1.58,0.85
10307,fingernail,fingernail,20,20,1.3333333333333333,4.0,1.59,1.0
10308,fingerprint,fingerprint,18,18,3.196078431372549,7.56,2.71,1.0
10309,fingertip,fingertip,19,19,0.19607843137254902,6.0,2.77,1.0
10310,finicky,finicky,18,17,0.19607843137254902,9.47,2.85,0.9444444444444444
10311,finis,finis,20,9,0.13725490196078433,13.89,4.08,0.45
10312,finish,finish,19,19,98.92156862745098,6.32,2.45,1.0
10313,finisher,finisher,19,19,0.1568627450980392,10.42,3.2,1.0
10314,finite,finite,19,19,0.6470588235294118,12.84,2.95,1.0
10315,fink,fink,19,11,4.03921568627451,7.27,1.19,0.5789473684210527
10316,fir,fir,18,16,0.43137254901960786,8.75,2.38,0.8888888888888888
10317,fire,fire,20,20,215.49019607843138,3.25,1.16,1.0
10318,firearm,firearm,18,18,1.4901960784313726,9.94,3.51,1.0
10319,fireball,fireball,19,19,1.4901960784313726,8.58,2.55,1.0
10320,firebomb,firebomb,19,19,0.0784313725490196,10.32,2.96,1.0
10321,firebox,firebox,20,17,0.0392156862745098,9.47,4.09,0.85
10322,firebrand,firebrand,18,14,0.0196078431372549,12.29,3.41,0.7777777777777778
10323,firebreak,firebreak,18,12,0.058823529411764705,13.75,3.55,0.6666666666666666
10324,firebug,firebug,18,16,0.23529411764705882,7.94,2.91,0.8888888888888888
10325,firecracker,firecracker,18,18,1.0588235294117647,5.56,1.92,1.0
10326,firefight,firefight,19,19,0.6862745098039216,10.21,4.85,1.0
10327,firefighter,firefighter,19,19,1.0196078431372548,5.16,2.22,1.0
10328,firefly,firefly,18,18,0.5490196078431373,6.39,2.25,1.0
10330,firehouse,firehouse,19,19,1.2156862745098038,5.95,2.88,1.0
10332,firelight,firelight,18,18,0.49019607843137253,9.17,3.38,1.0
10333,fireman,fireman,19,19,2.9215686274509802,5.05,1.22,1.0
10334,fireplace,fireplace,19,19,5.078431372549019,7.37,3.65,1.0
10335,fireplug,fireplug,21,15,0.19607843137254902,8.73,3.17,0.7142857142857143
10336,firepower,firepower,19,19,1.9215686274509804,9.21,3.08,1.0
10337,fireproof,fireproof,18,18,0.1568627450980392,8.72,3.25,1.0
10338,fireside,fireside,18,18,0.39215686274509803,9.39,3.16,1.0
10339,firestorm,firestorm,18,16,0.11764705882352941,12.75,2.59,0.8888888888888888
10340,firetrap,firetrap,20,19,0.17647058823529413,10.63,2.85,0.95
10341,firetruck,firetruck,21,21,0.058823529411764705,3.6853510000000003,1.89,1.0
10342,firewall,firewall,18,18,1.0784313725490196,13.56,3.62,1.0
10343,firewater,firewater,18,16,0.37254901960784315,11.0,3.78,0.8888888888888888
10344,fireweed,fireweed,20,15,0.0196078431372549,12.33,3.2,0.75
10345,firewood,firewood,18,18,1.5098039215686274,6.61,2.0,1.0
10346,firework,firework,20,20,0.1568627450980392,4.95,1.47,1.0
10347,fireworks,firework,21,21,5.627450980392157,4.953534000000001,1.4,1.0
10348,firm,firm,18,18,35.27450980392157,11.17,3.67,1.0
10349,firma,firma,20,12,0.19607843137254902,14.5,3.58,0.6
10350,firmament,firmament,18,16,0.49019607843137253,13.06,3.73,0.8888888888888888
10351,firmamental,firmamental,19,11,0.0196078431372549,15.27,4.43,0.5789473684210527
10352,firmness,firmness,18,17,0.23529411764705882,9.12,2.64,0.9444444444444444
10353,firmware,firmware,18,14,0.058823529411764705,12.86,3.46,0.7777777777777778
